Building Name,Building Code,Name,Old Unit No,Unit Type,PREMISES NO,Rental Status,Property Service Type,Price,Building Segment,Unit Segment,
ALQOUZ LAB CAMP,Q,Q-A041,A041,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A042,A042,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A043,A043,Ordinary room,365994421,BOOKED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A044,A044,Ordinary room,365994421,BOOKED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1001,A1001,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1002,A1002,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1003,A1003,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1004,A1004,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1005,A1005,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1006,A1006,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1007,A1007,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1008,A1008,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1009,A1009,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1010,A1010,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1011,A1011,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1012,A1012,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1013,A1013,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1014,A1014,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1015,A1015,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1016,A1016,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1017,A1017,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1018,A1018,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1019,A1019,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1020,A1020,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1021,A1021,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1022,A1022,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1023,A1023,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1024,A1024,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1025,A1025,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1026,A1026,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1027,A1027,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1028,A1028,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1029,A1029,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1030,A1030,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1031,A1031,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1032,A1032,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1033,A1033,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1034,A1034,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1035,A1035,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1036,A1036,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1037,A1037,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1038,A1038,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",ALQOUZ LAB CAMP,Q-A1038,
ALQOUZ LAB CAMP,Q,Q-A1039,A1039,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1040,A1040,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1041,A1041,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1042,A1042,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1043,A1043,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1044,A1044,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1045,A1045,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1046,A1046,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1047,A1047,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1048,A1048,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",ALQOUZ LAB CAMP,Q-A1048,
ALQOUZ LAB CAMP,Q,Q-A1049,A1049,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",ALQOUZ LAB CAMP,Q-A1049,
ALQOUZ LAB CAMP,Q,Q-A1050,A1050,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",ALQOUZ LAB CAMP,Q-A1050,
ALQOUZ LAB CAMP,Q,Q-A1051,A1051,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1052,A1052,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1053,A1053,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1054,A1054,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1055,A1055,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1056,A1056,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1057,A1057,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1058,A1058,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1059,A1059,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1060,A1060,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1061,A1061,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1062,A1062,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1063,A1063,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1064,A1064,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1065,A1065,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1066,A1066,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1067,A1067,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1068,A1068,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1069,A1069,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1070,A1070,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A1071,A1071,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2001,A2001,Ordinary room,365994421,BOOKED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2002,A2002,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2003,A2003,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2004,A2004,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2005,A2005,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2006,A2006,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2007,A2007,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2008,A2008,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2009,A2009,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2010,A2010,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2011,A2011,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2012,A2012,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2013,A2013,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2014,A2014,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2015,A2015,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2016,A2016,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2017,A2017,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2018,A2018,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2019,A2019,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2020,A2020,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2021,A2021,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2022,A2022,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2023,A2023,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2024,A2024,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2025,A2025,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2026,A2026,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2027,A2027,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2028,A2028,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2029,A2029,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2030,A2030,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2031,A2031,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2032,A2032,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2033,A2033,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2034,A2034,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2035,A2035,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2036,A2036,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2037,A2037,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2038,A2038,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2039,A2039,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2040,A2040,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2041,A2041,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2042,A2042,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2043,A2043,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2044,A2044,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2045,A2045,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2046,A2046,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2047,A2047,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2048,A2048,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",ALQOUZ LAB CAMP,Q-A2048,
ALQOUZ LAB CAMP,Q,Q-A2049,A2049,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",ALQOUZ LAB CAMP,Q-A2049,
ALQOUZ LAB CAMP,Q,Q-A2050,A2050,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2051,A2051,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2052,A2052,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2053,A2053,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2054,A2054,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2055,A2055,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2056,A2056,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2057,A2057,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2058,A2058,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2059,A2059,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2060,A2060,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2061,A2061,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2062,A2062,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2063,A2063,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2064,A2064,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2065,A2065,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2066,A2066,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2067,A2067,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2068,A2068,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2069,A2069,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2070,A2070,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-A2071,A2071,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B045,B045,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B046,B046,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B047,B047,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B048,B048,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B049,B049,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B050,B050,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B051,B051,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B052,B052,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B053,B053,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B054,B054,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B055,B055,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B056,B056,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B057,B057,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B058,B058,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B059,B059,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B060,B060,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B061,B061,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B062,B062,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B063,B063,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B064,B064,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B065,B065,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B066,B066,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B067,B067,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B068,B068,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B069,B069,Ordinary room,365994421,VACANT,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B070,B070,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B071,B071,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B072,B072,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B073,B073,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B074,B074,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B075,B075,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B076,B076,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B077,B077,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B078,B078,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B079,B079,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B080,B080,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B081,B081,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B082,B082,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B083,B083,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B084,B084,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B085,B085,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B086,B086,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B087,B087,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B088,B088,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1072,B1072,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1073,B1073,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1074,B1074,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1075,B1075,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1076,B1076,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1077,B1077,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1078,B1078,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1079,B1079,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1080,B1080,Ordinary room,365994421,BOOKED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1081,B1081,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1082,B1082,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1083,B1083,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1084,B1084,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1085,B1085,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1086,B1086,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1087,B1087,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1088,B1088,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1089,B1089,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1090,B1090,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1091,B1091,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1092,B1092,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1093,B1093,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1094,B1094,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1095,B1095,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1096,B1096,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1097,B1097,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
ALQOUZ LAB CAMP,Q,Q-B1098,B1098,Ordinary room,365994421,LEASED,Property Rental," 	21,600.00 ",,,
